week,fund,rev,inst,trend8,trend5,fund_rev,fund_rev_inst,all,names,regime
2023-07-28,37,360,682,123,378,6,5,1,6472.TW,bull
2023-08-04,37,360,600,107,360,6,3,1,6472.TW,bull
2023-08-11,37,462,592,91,328,10,4,2,"1108.TW,1319.TW",bull
2023-08-18,42,462,625,97,311,15,10,5,"1519.TW,2402.TW,3014.TW,3596.TW,3617.TW",chop
2023-08-25,42,462,738,97,303,15,8,6,"1519.TW,2355.TW,2402.TW,3014.TW,3596.TW,3693.TWO",chop
2023-09-01,42,462,879,102,330,15,8,6,"1519.TW,2355.TW,2402.TW,3014.TW,3596.TW,4763.TW",chop
2023-09-08,42,462,937,104,331,15,8,7,"1519.TW,2355.TW,2402.TW,3014.TW,3596.TW,4763.TW,5284.TW",chop
2023-09-15,42,505,910,103,344,12,5,4,"3005.TW,3014.TW,3596.TW,4763.TW",chop
2023-09-22,42,505,825,89,311,12,8,6,"3005.TW,3014.TW,3596.TW,3617.TW,4763.TW,6197.TW",chop
2023-09-28,42,505,795,98,315,12,9,8,"1504.TW,3005.TW,3014.TW,3596.TW,3617.TW,4763.TW,6197.TW,6291.TWO",chop
2023-10-06,42,505,776,99,316,12,9,6,"3005.TW,3013.TW,3014.TW,3596.TW,3617.TW,6291.TWO",chop
2023-10-13,42,494,809,94,322,12,8,4,"2355.TW,3014.TW,3526.TWO,6197.TW",chop
2023-10-20,42,494,666,80,276,12,6,3,"1203.TW,3014.TW,3526.TWO",chop
2023-10-27,42,494,774,70,267,12,3,2,"3526.TWO,6197.TW",chop
2023-11-03,42,494,784,86,267,12,5,3,"3014.TW,3526.TWO,6197.TW",chop
2023-11-10,42,517,793,95,271,12,1,1,4766.TW,chop
2023-11-17,33,517,1074,115,291,12,8,3,"3005.TW,4766.TW,8936.TWO",bull
2023-11-24,33,517,1127,117,306,12,7,4,"1519.TW,3005.TW,4766.TW,8936.TWO",chop
2023-12-01,33,517,1224,122,313,12,9,6,"1519.TW,2006.TW,3005.TW,3693.TWO,4766.TW,8936.TWO",chop
2023-12-08,33,517,1200,119,310,12,10,6,"1319.TW,1519.TW,2006.TW,3005.TW,4766.TW,8936.TWO",chop
2023-12-15,33,537,1099,113,317,9,6,3,"1319.TW,2006.TW,2493.TW",bull
2023-12-22,33,537,1022,103,299,9,6,2,"2006.TW,2493.TW",bull
2023-12-29,33,537,1001,117,312,9,6,1,2493.TW,bull
2024-01-05,33,537,982,95,295,9,7,2,"2006.TW,2493.TW",chop
2024-01-12,33,568,870,91,271,12,6,5,"3005.TW,3543.TW,4766.TW,6643.TWO,8936.TWO",bull
2024-01-19,33,568,650,89,259,12,6,4,"3005.TW,3543.TW,4766.TW,6643.TWO",bull
2024-01-26,33,568,706,91,276,12,5,4,"3543.TW,4766.TW,6643.TWO,8936.TWO",bull
2024-02-02,33,568,718,98,283,12,6,4,"1519.TW,3543.TW,4766.TW,6643.TWO",bull
2024-02-05,33,568,669,95,276,12,7,4,"1519.TW,3543.TW,4766.TW,6643.TWO",bull
2024-02-16,33,1100,867,118,301,28,19,13,"1319.TW,1519.TW,2105.TW,2329.TW,2543.TW,3017.TW,3217.TWO,3362.TWO,3694.TW,4766.TW,6139.TW,6191.TW,6284.TWO",bull
2024-02-23,33,1100,1007,120,294,28,19,7,"1319.TW,1519.TW,2329.TW,2543.TW,3017.TW,3362.TWO,4766.TW",bull
2024-03-01,33,1100,988,129,310,28,19,10,"1319.TW,1519.TW,2006.TW,2504.TW,2543.TW,3017.TW,3362.TWO,6139.TW,6284.TWO,6667.TWO",bull
2024-03-08,33,1100,935,118,286,28,17,10,"1319.TW,1519.TW,2006.TW,2504.TW,2543.TW,3013.TW,3017.TW,3362.TWO,3526.TWO,6449.TW",bull
2024-03-15,33,295,893,118,285,3,2,0,,bull
2024-03-22,33,295,825,125,296,3,2,1,6491.TW,bull
2024-03-29,33,295,818,118,298,3,2,1,6491.TW,bull
2024-04-03,33,295,829,121,311,3,2,1,6491.TW,bull
2024-04-12,33,559,847,118,313,15,10,8,"1319.TW,1514.TW,2317.TW,3526.TWO,4766.TW,6139.TW,6667.TWO,9939.TW",bull
2024-04-19,33,559,837,92,272,15,11,9,"1319.TW,1514.TW,2006.TW,2317.TW,2543.TW,4766.TW,6139.TW,6667.TWO,9939.TW",bull
2024-04-26,33,559,848,98,289,15,10,7,"1319.TW,1514.TW,2317.TW,4766.TW,6449.TW,6667.TWO,9939.TW",bull
2024-05-03,33,559,861,92,305,15,8,5,"2317.TW,2543.TW,4766.TW,6449.TW,9939.TW",bull
2024-05-10,33,864,899,89,302,19,10,3,"2317.TW,2504.TW,4766.TW",bull
2024-05-17,50,864,1097,102,308,33,20,8,"2317.TW,3324.TWO,3406.TW,3533.TW,3708.TW,6143.TWO,6442.TW,8932.TWO",bull
2024-05-24,50,864,1087,107,321,33,23,13,"2317.TW,3017.TW,3324.TWO,3406.TW,3491.TWO,3533.TW,3708.TW,6143.TWO,6442.TW,6664.TWO,8932.TWO,9939.TW,9958.TW",bull
2024-05-31,50,864,1145,112,332,33,21,12,"2495.TW,3013.TW,3017.TW,3324.TWO,3406.TW,3491.TWO,3533.TW,6143.TWO,6442.TW,6664.TWO,8932.TWO,9958.TW",bull
2024-06-07,50,864,1127,119,343,33,17,11,"2382.TW,2495.TW,3406.TW,3491.TWO,3533.TW,3708.TW,6207.TWO,6442.TW,6664.TWO,8932.TWO,9958.TW",bull
2024-06-14,50,634,1025,124,350,28,15,10,"1519.TW,2317.TW,2382.TW,2543.TW,3010.TW,3013.TW,3491.TWO,3533.TW,6143.TWO,6449.TW",bull
2024-06-21,50,634,1087,132,363,28,13,8,"1519.TW,2317.TW,2382.TW,3491.TWO,3533.TW,6143.TWO,6442.TW,6449.TW",bull
2024-06-28,50,634,1060,117,362,28,15,10,"1519.TW,2317.TW,2382.TW,3010.TW,3013.TW,3491.TWO,3533.TW,6143.TWO,6442.TW,6449.TW",bull
2024-07-05,50,634,1186,135,378,28,15,9,"1519.TW,2317.TW,2382.TW,2543.TW,3010.TW,3013.TW,6223.TWO,6442.TW,6449.TW",bull
2024-07-12,50,609,1115,128,367,19,7,3,"6223.TWO,6442.TW,6664.TWO",bull
2024-07-19,50,609,929,112,346,19,10,6,"2543.TW,3491.TWO,6223.TWO,6442.TW,6449.TW,6664.TWO",bull
2024-07-26,50,609,942,97,318,19,10,8,"1503.TW,1514.TW,2543.TW,3491.TWO,6223.TWO,6442.TW,6449.TW,6664.TWO",bull
2024-08-02,50,609,900,76,291,19,9,4,"3491.TWO,6223.TWO,6442.TW,6449.TW",bull
2024-08-09,50,609,909,61,251,19,9,3,"2543.TW,3491.TWO,6223.TWO",bull
2024-08-16,47,791,963,103,278,25,12,7,"2312.TW,2495.TW,3131.TWO,6187.TWO,6670.TW,8103.TW,8464.TW",bull
2024-08-23,47,791,1118,105,281,25,11,5,"2312.TW,3131.TWO,6187.TWO,6670.TW,8464.TW",bull
2024-08-30,47,791,1167,113,285,25,13,7,"2312.TW,2495.TW,3131.TWO,6143.TWO,6187.TWO,6670.TW,8464.TW",bull
2024-09-06,47,791,984,82,246,25,10,5,"3131.TWO,6143.TWO,6187.TWO,6670.TW,8464.TW",chop
2024-09-13,47,523,851,90,253,16,11,6,"3131.TWO,6187.TWO,6223.TWO,6640.TWO,6670.TW,6727.TWO",chop
2024-09-20,47,523,854,105,272,16,11,7,"2618.TW,3131.TWO,6187.TWO,6223.TWO,6640.TWO,6670.TW,6727.TWO",chop
2024-09-27,47,523,856,110,276,16,9,7,"2618.TW,3526.TWO,6187.TWO,6223.TWO,6670.TW,6727.TWO,8043.TWO",chop
2024-10-04,47,523,830,90,255,16,11,4,"3526.TWO,6187.TWO,6640.TWO,6727.TWO",chop
2024-10-11,47,594,906,91,245,18,10,5,"3526.TWO,3653.TW,6223.TWO,6231.TWO,6442.TW",chop
2024-10-18,47,594,894,98,254,18,11,6,"2312.TW,3526.TWO,3653.TW,6223.TWO,6231.TWO,6442.TW",chop
2024-10-25,47,594,861,102,253,18,11,7,"2312.TW,2454.TW,3526.TWO,3653.TW,6223.TWO,6231.TWO,6442.TW",bull
2024-11-01,47,594,774,88,226,18,12,7,"2312.TW,2454.TW,3526.TWO,3653.TW,6223.TWO,6231.TWO,6442.TW",bull
2024-11-08,47,594,797,87,228,18,12,6,"2312.TW,2454.TW,3526.TWO,6223.TWO,6231.TWO,6442.TW",bull
2024-11-15,44,649,707,66,207,15,8,2,"3665.TW,8114.TW",chop
2024-11-22,44,649,760,62,217,15,9,3,"2308.TW,3665.TW,8114.TW",bull
2024-11-29,44,649,808,47,203,15,8,2,"3665.TW,8114.TW",chop
2024-12-06,44,649,844,74,227,15,10,4,"1736.TW,3131.TWO,3665.TW,8114.TW",bull
2024-12-13,44,634,808,67,197,15,7,5,"1736.TW,2610.TW,3665.TW,6442.TW,8114.TW",bull
2024-12-20,44,634,727,57,186,15,8,4,"1736.TW,2610.TW,6442.TW,8114.TW",bull
2024-12-27,44,634,722,70,199,15,9,5,"1736.TW,2330.TW,2610.TW,6442.TW,8114.TW",bull
2025-01-03,44,634,645,62,182,15,8,5,"1736.TW,2330.TW,2610.TW,6442.TW,8114.TW",chop
2025-01-10,44,834,676,61,167,23,8,6,"2308.TW,2330.TW,2393.TW,2618.TW,6442.TW,8114.TW",chop
2025-01-17,44,834,707,60,161,23,12,7,"2308.TW,2330.TW,2393.TW,2618.TW,3491.TWO,6442.TW,8114.TW",chop
2025-01-22,44,834,786,72,168,23,14,8,"2308.TW,2330.TW,2393.TW,2618.TW,3491.TWO,3665.TW,6442.TW,8114.TW",chop
2025-02-07,44,834,886,64,185,23,13,4,"2393.TW,3491.TWO,3665.TW,6206.TW",chop
2025-02-14,56,408,967,66,179,18,10,6,"2059.TW,2383.TW,3689.TWO,5314.TWO,6446.TW,6670.TW",chop
2025-02-21,56,408,1063,72,209,18,10,5,"2059.TW,2383.TW,3689.TWO,5314.TWO,6670.TW",chop
2025-02-27,56,408,972,65,186,18,10,5,"2059.TW,2383.TW,3689.TWO,5314.TWO,6670.TW",chop
2025-03-07,56,408,865,50,170,18,6,3,"1736.TW,2059.TW,5314.TWO",chop
2025-03-14,56,1164,842,48,155,39,11,3,"2059.TW,6206.TW,6515.TW",bear
2025-03-21,56,1164,832,55,159,39,7,5,"1319.TW,2059.TW,3013.TW,3491.TWO,6206.TW",bear
2025-03-28,56,1164,752,35,147,39,10,3,"1319.TW,2059.TW,3491.TWO",bear
2025-04-02,56,1164,788,27,132,39,14,2,"1319.TW,2393.TW",bear
2025-04-11,56,507,873,4,74,16,10,0,,bear
2025-04-18,56,507,852,7,77,16,12,0,,bear
2025-04-25,56,507,948,10,74,16,12,0,,bear
2025-05-02,56,507,1091,18,91,16,12,2,"6670.TW,8932.TWO",bear
2025-05-09,56,507,1158,22,98,16,7,0,,bear
2025-05-16,51,615,1179,38,131,18,9,2,"2059.TW,2404.TW",bear
2025-05-23,51,615,1099,36,133,18,9,2,"2059.TW,2404.TW",bear
2025-05-29,51,615,956,31,135,18,10,2,"2059.TW,2404.TW",bear
2025-06-06,51,615,794,26,137,18,10,2,"2059.TW,2404.TW",chop
2025-06-13,51,426,634,25,144,12,7,1,2404.TW,chop
2025-06-20,51,426,538,32,138,12,6,1,2404.TW,chop
2025-06-27,51,426,753,46,156,12,5,2,"2404.TW,2731.TW",bull
2025-07-04,51,426,824,46,147,12,6,2,"2404.TW,2731.TW",bull
2025-07-11,51,663,898,51,162,16,8,6,"2059.TW,2308.TW,2383.TW,2404.TW,3665.TW,4931.TWO",bull
2025-07-18,51,663,977,55,171,16,8,6,"2059.TW,2308.TW,2383.TW,2404.TW,3665.TW,4931.TWO",bull
2025-07-25,51,663,897,60,180,16,8,4,"2059.TW,2308.TW,2383.TW,2404.TW",bull
2025-07-31,51,663,755,61,177,16,8,4,"2059.TW,2308.TW,2383.TW,2404.TW",bull
2025-08-08,51,663,835,69,193,16,11,5,"2059.TW,2308.TW,2383.TW,2404.TW,4931.TWO",bull
2025-08-15,23,457,864,75,201,4,3,0,,bull
2025-08-22,23,457,782,79,194,4,3,0,,bull
2025-08-29,23,457,813,95,224,4,3,0,,bull
2025-09-05,23,457,793,100,224,4,4,0,,bull
2025-09-12,23,496,691,101,243,11,6,1,5284.TW,bull
2025-09-19,23,496,774,95,249,11,6,1,3665.TW,bull
2025-09-26,23,496,673,75,244,11,5,1,3665.TW,bull
2025-10-03,23,496,656,85,260,11,4,0,,bull
2025-10-09,23,496,705,84,262,11,3,0,,bull
2025-10-17,23,747,758,67,258,12,4,1,1215.TW,bull
2025-10-23,23,747,815,65,262,12,4,0,,bull
2025-10-31,23,747,806,85,263,12,6,2,"3665.TW,5284.TW",bull
2025-11-07,23,747,719,77,257,12,6,2,"1608.TW,3665.TW",bull
2025-11-14,47,593,824,86,265,15,7,5,"3017.TW,6223.TWO,6274.TWO,6290.TWO,8210.TW",bull
2025-11-21,47,593,753,76,245,15,8,5,"2383.TW,6223.TWO,6274.TWO,6290.TWO,8210.TW",bull
2025-11-28,47,593,952,106,282,15,9,4,"2383.TW,6223.TWO,6274.TWO,6290.TWO",bull
2025-12-05,47,593,1011,108,286,15,7,2,"2383.TW,6223.TWO",bull
2025-12-12,47,553,956,125,290,15,5,2,"2316.TW,6223.TWO",bull
2025-12-19,47,553,915,106,287,15,6,2,"2316.TW,6223.TWO",bull
2025-12-26,47,553,795,124,294,15,6,3,"3017.TW,6196.TW,6223.TWO",bull
2026-01-02,47,553,778,132,305,15,8,2,"3017.TW,3260.TWO",bull
2026-01-09,47,553,777,121,314,15,3,1,3260.TWO,bull
2026-01-16,47,726,919,133,330,20,10,5,"2308.TW,2360.TW,3260.TWO,5328.TWO,6274.TWO",bull
2026-01-23,47,726,908,142,339,20,12,6,"2308.TW,2360.TW,2383.TW,3260.TWO,5328.TWO,6449.TW",bull
2026-01-30,47,726,881,130,334,20,13,7,"2308.TW,2360.TW,2383.TW,5328.TWO,6274.TWO,6446.TW,6739.TWO",bull
2026-02-06,47,726,880,108,318,20,14,7,"2308.TW,2360.TW,2383.TW,6223.TWO,6274.TWO,6446.TW,6739.TWO",bull
2026-02-11,47,985,828,117,324,32,16,8,"2360.TW,2383.TW,3017.TW,3653.TW,5234.TW,6223.TWO,6274.TWO,6510.TWO",bull
2026-02-26,38,985,1063,138,355,27,18,12,"1590.TW,2383.TW,2472.TW,3017.TW,3653.TW,4764.TW,4979.TWO,6173.TWO,6291.TWO,8021.TW,8042.TWO,8358.TWO",bull
2026-03-06,38,985,1040,117,326,27,18,10,"1815.TWO,2383.TW,3017.TW,3653.TW,4749.TWO,4764.TW,4979.TWO,5274.TWO,6291.TWO,8021.TW",bull
2026-03-13,38,392,1086,121,322,11,6,3,"1815.TWO,4764.TW,5274.TWO",bull
2026-03-20,38,392,1069,134,327,11,7,3,"1815.TWO,4764.TW,5274.TWO",bull
2026-03-27,38,392,835,114,313,11,6,2,"4764.TW,5274.TWO",bull
2026-04-02,38,392,832,99,283,11,6,2,"2360.TW,5274.TWO",bull
2026-04-10,38,901,886,133,319,23,14,7,"2308.TW,2472.TW,3017.TW,3653.TW,4764.TW,6515.TW,8021.TW",bull
2026-04-17,38,901,1020,139,345,23,16,9,"2308.TW,2383.TW,2472.TW,3017.TW,4764.TW,4979.TWO,6173.TWO,6515.TW,8021.TW",bull
2026-04-24,38,901,1018,130,332,23,16,6,"2383.TW,2472.TW,4764.TW,4979.TWO,6515.TW,8021.TW",bull
2026-04-30,38,901,1030,137,336,23,15,8,"2308.TW,2383.TW,2472.TW,3653.TW,4764.TW,4979.TWO,6515.TW,8021.TW",bull
2026-05-08,38,901,1013,140,356,23,12,8,"2383.TW,2472.TW,4764.TW,4979.TWO,6173.TWO,6196.TW,6291.TWO,6515.TW",bull
2026-05-15,49,757,822,131,343,25,14,6,"1303.TW,2345.TW,3026.TW,6173.TWO,6223.TWO,6510.TWO",bull
2026-05-22,49,757,882,137,354,25,14,6,"2345.TW,2492.TW,3026.TW,3030.TW,6173.TWO,6223.TWO",bull
2026-05-29,49,757,935,138,357,25,16,8,"2308.TW,2345.TW,2492.TW,3026.TW,3030.TW,6173.TWO,6223.TWO,8021.TW",bull
2026-06-05,49,757,1010,130,358,25,17,8,"2308.TW,2345.TW,2492.TW,3026.TW,3583.TW,6173.TWO,6223.TWO,8021.TW",bull
2026-06-12,49,843,1044,105,344,32,11,5,"2059.TW,2492.TW,3026.TW,6173.TWO,8021.TW",bull
2026-06-18,49,843,1074,124,352,32,12,6,"1303.TW,2478.TW,2492.TW,3026.TW,6446.TW,8021.TW",bull
2026-06-26,49,843,980,95,326,32,15,7,"1303.TW,2059.TW,2478.TW,2492.TW,3026.TW,6446.TW,8021.TW",bull
2026-07-03,49,843,1005,114,351,32,16,11,"1303.TW,2059.TW,2345.TW,2478.TW,2492.TW,3026.TW,4764.TW,6197.TW,6223.TWO,6446.TW,6584.TWO",bull
2026-07-10,49,888,979,93,324,27,10,5,"1303.TW,2059.TW,2492.TW,3026.TW,6223.TWO",bull
2026-07-17,49,888,934,39,272,27,12,2,"1303.TW,2059.TW",bull
2026-07-24,49,888,976,26,271,27,12,2,"2059.TW,3665.TW",bull
2026-07-31,49,888,1034,23,211,27,15,1,2059.TW,bull
2026-08-07,49,888,1091,45,264,27,17,4,"1590.TW,2059.TW,3017.TW,4576.TW",bull
2026-08-14,87,904,1126,65,274,48,31,7,"1560.TW,2059.TW,3037.TW,3653.TW,5274.TWO,5434.TW,6213.TW",bull
2026-08-21,87,904,1124,61,266,48,30,7,"2059.TW,3037.TW,3260.TWO,3653.TW,4979.TWO,6213.TW,6672.TW",chop
2026-08-28,87,904,1069,80,287,48,26,8,"2059.TW,3037.TW,3260.TWO,3264.TWO,3653.TW,5274.TWO,6213.TW,6672.TW",chop
2026-09-02,87,904,1035,75,291,48,23,8,"2059.TW,3037.TW,3260.TWO,3264.TWO,3653.TW,5274.TWO,6213.TW,6672.TW",chop
